t,msg_type,payload
1773704359.9636185,ReferenceFreqMsg,"{'t': 1773704359.9636185, 'f_ref': 7.5}"
1773704359.9654138,ReferenceFreqMsg,"{'t': 1773704359.9654138, 'f_ref': 7.5}"
1773704359.967018,ReferenceFreqMsg,"{'t': 1773704359.967018, 'f_ref': 7.5}"
20603.578,AccelMsg,"{'t': 20603.578, 'ax': 0.0721, 'ay': -0.1265, 'az': -1.7637}"
1773704359.9686468,ReferenceFreqMsg,"{'t': 1773704359.9686468, 'f_ref': 7.5}"
1773704359.9705613,ReferenceFreqMsg,"{'t': 1773704359.9705613, 'f_ref': 7.5}"
1773704359.9719799,ReferenceFreqMsg,"{'t': 1773704359.9719799, 'f_ref': 7.5}"
1773704359.9738395,ReferenceFreqMsg,"{'t': 1773704359.9738395, 'f_ref': 7.5}"
1773704359.9752462,ReferenceFreqMsg,"{'t': 1773704359.9752462, 'f_ref': 7.5}"
20603.593,AccelMsg,"{'t': 20603.593, 'ax': -0.4299, 'ay': -0.0895, 'az': -1.3622}"
1773704359.977077,ReferenceFreqMsg,"{'t': 1773704359.977077, 'f_ref': 7.5}"
1773704359.981117,ReferenceFreqMsg,"{'t': 1773704359.981117, 'f_ref': 7.5}"
1773704359.9825568,ReferenceFreqMsg,"{'t': 1773704359.9825568, 'f_ref': 7.5}"
20603.593,AccelMsg,"{'t': 20603.593, 'ax': -0.1, 'ay': 0.3905, 'az': -0.6418}"
1773704359.9844189,ReferenceFreqMsg,"{'t': 1773704359.9844189, 'f_ref': 7.5}"
1773704359.9905086,ReferenceFreqMsg,"{'t': 1773704359.9905086, 'f_ref': 7.5}"
1773704359.9922268,ReferenceFreqMsg,"{'t': 1773704359.9922268, 'f_ref': 7.5}"
1773704359.9937863,ReferenceFreqMsg,"{'t': 1773704359.9937863, 'f_ref': 7.5}"
1773704359.9954336,ReferenceFreqMsg,"{'t': 1773704359.9954336, 'f_ref': 7.5}"
20603.609,AccelMsg,"{'t': 20603.609, 'ax': 0.2357, 'ay': -0.8265, 'az': 0.5385}"
1773704359.997184,ReferenceFreqMsg,"{'t': 1773704359.997184, 'f_ref': 7.5}"
1773704359.9999804,ReferenceFreqMsg,"{'t': 1773704359.9999804, 'f_ref': 7.5}"
1773704360.001473,ReferenceFreqMsg,"{'t': 1773704360.001473, 'f_ref': 7.5}"
1773704360.0030189,ReferenceFreqMsg,"{'t': 1773704360.0030189, 'f_ref': 7.5}"
20603.625,AccelMsg,"{'t': 20603.625, 'ax': 0.3775, 'ay': -0.409, 'az': -0.1555}"
1773704360.0045342,ReferenceFreqMsg,"{'t': 1773704360.0045342, 'f_ref': 7.5}"
1773704360.0106502,ReferenceFreqMsg,"{'t': 1773704360.0106502, 'f_ref': 7.5}"
1773704360.012046,ReferenceFreqMsg,"{'t': 1773704360.012046, 'f_ref': 7.5}"
1773704360.0134342,ReferenceFreqMsg,"{'t': 1773704360.0134342, 'f_ref': 7.5}"
1773704360.014991,ReferenceFreqMsg,"{'t': 1773704360.014991, 'f_ref': 7.5}"
20603.625,AccelMsg,"{'t': 20603.625, 'ax': -0.1403, 'ay': 0.0518, 'az': -0.3922}"
1773704360.0165408,ReferenceFreqMsg,"{'t': 1773704360.0165408, 'f_ref': 7.5}"
1773704360.0187001,ReferenceFreqMsg,"{'t': 1773704360.0187001, 'f_ref': 7.5}"
1773704360.0205789,ReferenceFreqMsg,"{'t': 1773704360.0205789, 'f_ref': 7.5}"
1773704360.0223877,ReferenceFreqMsg,"{'t': 1773704360.0223877, 'f_ref': 7.5}"
1773704360.023884,ReferenceFreqMsg,"{'t': 1773704360.023884, 'f_ref': 7.5}"
20603.64,AccelMsg,"{'t': 20603.64, 'ax': -0.51, 'ay': -0.2877, 'az': -0.4722}"
1773704360.0252666,ReferenceFreqMsg,"{'t': 1773704360.0252666, 'f_ref': 7.5}"
1773704360.0316432,ReferenceFreqMsg,"{'t': 1773704360.0316432, 'f_ref': 7.5}"
1773704360.0331182,ReferenceFreqMsg,"{'t': 1773704360.0331182, 'f_ref': 7.5}"
1773704360.0345747,ReferenceFreqMsg,"{'t': 1773704360.0345747, 'f_ref': 7.5}"
1773704360.0359948,ReferenceFreqMsg,"{'t': 1773704360.0359948, 'f_ref': 7.5}"
20603.656,AccelMsg,"{'t': 20603.656, 'ax': 0.032, 'ay': -0.0757, 'az': -0.128}"
1773704360.0376022,ReferenceFreqMsg,"{'t': 1773704360.0376022, 'f_ref': 7.5}"
1773704360.0403235,ReferenceFreqMsg,"{'t': 1773704360.0403235, 'f_ref': 7.5}"
1773704360.0421245,ReferenceFreqMsg,"{'t': 1773704360.0421245, 'f_ref': 7.5}"
20603.656,AccelMsg,"{'t': 20603.656, 'ax': -0.1356, 'ay': 0.3594, 'az': 0.608}"
1773704360.0451195,ReferenceFreqMsg,"{'t': 1773704360.0451195, 'f_ref': 7.5}"
1773704360.0513647,ReferenceFreqMsg,"{'t': 1773704360.0513647, 'f_ref': 7.5}"
1773704360.0532346,ReferenceFreqMsg,"{'t': 1773704360.0532346, 'f_ref': 7.5}"
1773704360.0546017,ReferenceFreqMsg,"{'t': 1773704360.0546017, 'f_ref': 7.5}"
1773704360.0562074,ReferenceFreqMsg,"{'t': 1773704360.0562074, 'f_ref': 7.5}"
20603.671,AccelMsg,"{'t': 20603.671, 'ax': 0.1463, 'ay': -0.0322, 'az': 0.1526}"
1773704360.0576236,ReferenceFreqMsg,"{'t': 1773704360.0576236, 'f_ref': 7.5}"
1773704360.0603137,ReferenceFreqMsg,"{'t': 1773704360.0603137, 'f_ref': 7.5}"
1773704360.0623174,ReferenceFreqMsg,"{'t': 1773704360.0623174, 'f_ref': 7.5}"
1773704360.0638757,ReferenceFreqMsg,"{'t': 1773704360.0638757, 'f_ref': 7.5}"
20603.671,AccelMsg,"{'t': 20603.671, 'ax': -0.1614, 'ay': 0.0168, 'az': 0.6993}"
1773704360.065769,ReferenceFreqMsg,"{'t': 1773704360.065769, 'f_ref': 7.5}"
1773704360.0686188,ReferenceFreqMsg,"{'t': 1773704360.0686188, 'f_ref': 7.5}"
1773704360.0704772,ReferenceFreqMsg,"{'t': 1773704360.0704772, 'f_ref': 7.5}"
1773704360.072367,ReferenceFreqMsg,"{'t': 1773704360.072367, 'f_ref': 7.5}"
20603.687,AccelMsg,"{'t': 20603.687, 'ax': -0.9305, 'ay': 0.4095, 'az': 1.1204}"
1773704360.0738013,ReferenceFreqMsg,"{'t': 1773704360.0738013, 'f_ref': 7.5}"
1773704360.0799232,ReferenceFreqMsg,"{'t': 1773704360.0799232, 'f_ref': 7.5}"
1773704360.0812287,ReferenceFreqMsg,"{'t': 1773704360.0812287, 'f_ref': 7.5}"
1773704360.0826514,ReferenceFreqMsg,"{'t': 1773704360.0826514, 'f_ref': 7.5}"
1773704360.0844922,ReferenceFreqMsg,"{'t': 1773704360.0844922, 'f_ref': 7.5}"
20603.703,AccelMsg,"{'t': 20603.703, 'ax': 0.3032, 'ay': 0.0986, 'az': 0.2092}"
1773704360.0858867,ReferenceFreqMsg,"{'t': 1773704360.0858867, 'f_ref': 7.5}"
1773704360.088253,ReferenceFreqMsg,"{'t': 1773704360.088253, 'f_ref': 7.5}"
1773704360.089642,ReferenceFreqMsg,"{'t': 1773704360.089642, 'f_ref': 7.5}"
1773704360.0910444,ReferenceFreqMsg,"{'t': 1773704360.0910444, 'f_ref': 7.5}"
1773704360.0924468,ReferenceFreqMsg,"{'t': 1773704360.0924468, 'f_ref': 7.5}"
20603.718,FrequencyErrorMsg,"{'t': 20603.718, 'error_hz': 0.3125}"
20603.718,FrequencyMsg,"{'t': 20603.718, 'f_hz': 7.8125}"
20603.718,SNRMsg,"{'t': 20603.718, 'snr_db': 13.261999439746885}"
20603.718,FilteredAccelMsg,"{'t': 20603.718, 'value': '<array len=200>'}"
20603.718,AccelMsg,"{'t': 20603.718, 'ax': 0.3882, 'ay': -0.1275, 'az': -0.7744}"
1773704360.0942416,ReferenceFreqMsg,"{'t': 1773704360.0942416, 'f_ref': 7.5}"
20603.718,AccelMsg,"{'t': 20603.718, 'ax': -0.361, 'ay': 0.4171, 'az': -0.6035}"
1773704360.1065636,ReferenceFreqMsg,"{'t': 1773704360.1065636, 'f_ref': 7.5}"
1773704360.109173,ReferenceFreqMsg,"{'t': 1773704360.109173, 'f_ref': 7.5}"
1773704360.1110187,ReferenceFreqMsg,"{'t': 1773704360.1110187, 'f_ref': 7.5}"
1773704360.1124766,ReferenceFreqMsg,"{'t': 1773704360.1124766, 'f_ref': 7.5}"
1773704360.1143372,ReferenceFreqMsg,"{'t': 1773704360.1143372, 'f_ref': 7.5}"
20603.734,AccelMsg,"{'t': 20603.734, 'ax': -0.4216, 'ay': -0.2791, 'az': 0.0023}"
1773704360.116455,ReferenceFreqMsg,"{'t': 1773704360.116455, 'f_ref': 7.5}"
1773704360.1216083,ReferenceFreqMsg,"{'t': 1773704360.1216083, 'f_ref': 7.5}"
1773704360.123025,ReferenceFreqMsg,"{'t': 1773704360.123025, 'f_ref': 7.5}"
1773704360.1246006,ReferenceFreqMsg,"{'t': 1773704360.1246006, 'f_ref': 7.5}"
1773704360.126149,ReferenceFreqMsg,"{'t': 1773704360.126149, 'f_ref': 7.5}"
20603.734,AccelMsg,"{'t': 20603.734, 'ax': -0.2325, 'ay': 0.3253, 'az': 0.6145}"
1773704360.1279042,ReferenceFreqMsg,"{'t': 1773704360.1279042, 'f_ref': 7.5}"
1773704360.1305616,ReferenceFreqMsg,"{'t': 1773704360.1305616, 'f_ref': 7.5}"
1773704360.1320412,ReferenceFreqMsg,"{'t': 1773704360.1320412, 'f_ref': 7.5}"
1773704360.133514,ReferenceFreqMsg,"{'t': 1773704360.133514, 'f_ref': 7.5}"
1773704360.1350691,ReferenceFreqMsg,"{'t': 1773704360.1350691, 'f_ref': 7.5}"
20603.75,AccelMsg,"{'t': 20603.75, 'ax': 0.4018, 'ay': -0.0827, 'az': 0.1488}"
1773704360.1383624,ReferenceFreqMsg,"{'t': 1773704360.1383624, 'f_ref': 7.5}"
1773704360.1412702,ReferenceFreqMsg,"{'t': 1773704360.1412702, 'f_ref': 7.5}"
1773704360.1427815,ReferenceFreqMsg,"{'t': 1773704360.1427815, 'f_ref': 7.5}"
1773704360.144327,ReferenceFreqMsg,"{'t': 1773704360.144327, 'f_ref': 7.5}"
1773704360.145855,ReferenceFreqMsg,"{'t': 1773704360.145855, 'f_ref': 7.5}"
1773704360.1473646,ReferenceFreqMsg,"{'t': 1773704360.1473646, 'f_ref': 7.5}"
20603.765,AccelMsg,"{'t': 20603.765, 'ax': 0.3498, 'ay': 0.0593, 'az': 0.0424}"
1773704360.1491961,ReferenceFreqMsg,"{'t': 1773704360.1491961, 'f_ref': 7.5}"
1773704360.151287,ReferenceFreqMsg,"{'t': 1773704360.151287, 'f_ref': 7.5}"
1773704360.152716,ReferenceFreqMsg,"{'t': 1773704360.152716, 'f_ref': 7.5}"
1773704360.1543765,ReferenceFreqMsg,"{'t': 1773704360.1543765, 'f_ref': 7.5}"
20603.765,AccelMsg,"{'t': 20603.765, 'ax': -0.2257, 'ay': 0.0322, 'az': 0.6664}"
1773704360.1558,ReferenceFreqMsg,"{'t': 1773704360.1558, 'f_ref': 7.5}"
1773704360.158179,ReferenceFreqMsg,"{'t': 1773704360.158179, 'f_ref': 7.5}"
1773704360.159717,ReferenceFreqMsg,"{'t': 1773704360.159717, 'f_ref': 7.5}"
1773704360.1610677,ReferenceFreqMsg,"{'t': 1773704360.1610677, 'f_ref': 7.5}"
1773704360.162557,ReferenceFreqMsg,"{'t': 1773704360.162557, 'f_ref': 7.5}"
20603.781,AccelMsg,"{'t': 20603.781, 'ax': -0.0394, 'ay': 0.027, 'az': 0.2609}"
1773704360.1642742,ReferenceFreqMsg,"{'t': 1773704360.1642742, 'f_ref': 7.5}"
1773704360.1701488,ReferenceFreqMsg,"{'t': 1773704360.1701488, 'f_ref': 7.5}"
1773704360.1715431,ReferenceFreqMsg,"{'t': 1773704360.1715431, 'f_ref': 7.5}"
1773704360.1729355,ReferenceFreqMsg,"{'t': 1773704360.1729355, 'f_ref': 7.5}"
1773704360.1747336,ReferenceFreqMsg,"{'t': 1773704360.1747336, 'f_ref': 7.5}"
20603.796,AccelMsg,"{'t': 20603.796, 'ax': 0.0411, 'ay': -0.1842, 'az': 0.73}"
1773704360.176442,ReferenceFreqMsg,"{'t': 1773704360.176442, 'f_ref': 7.5}"
1773704360.1789217,ReferenceFreqMsg,"{'t': 1773704360.1789217, 'f_ref': 7.5}"
1773704360.180806,ReferenceFreqMsg,"{'t': 1773704360.180806, 'f_ref': 7.5}"
1773704360.1826165,ReferenceFreqMsg,"{'t': 1773704360.1826165, 'f_ref': 7.5}"
20603.796,AccelMsg,"{'t': 20603.796, 'ax': -0.1135, 'ay': -0.0962, 'az': 0.387}"
1773704360.184117,ReferenceFreqMsg,"{'t': 1773704360.184117, 'f_ref': 7.5}"
1773704360.1904874,ReferenceFreqMsg,"{'t': 1773704360.1904874, 'f_ref': 7.5}"
1773704360.1922407,ReferenceFreqMsg,"{'t': 1773704360.1922407, 'f_ref': 7.5}"
1773704360.1938157,ReferenceFreqMsg,"{'t': 1773704360.1938157, 'f_ref': 7.5}"
1773704360.1951861,ReferenceFreqMsg,"{'t': 1773704360.1951861, 'f_ref': 7.5}"
20603.812,AccelMsg,"{'t': 20603.812, 'ax': 0.0197, 'ay': -0.1277, 'az': 0.4207}"
1773704360.196607,ReferenceFreqMsg,"{'t': 1773704360.196607, 'f_ref': 7.5}"
1773704360.1990647,ReferenceFreqMsg,"{'t': 1773704360.1990647, 'f_ref': 7.5}"
1773704360.2005665,ReferenceFreqMsg,"{'t': 1773704360.2005665, 'f_ref': 7.5}"
1773704360.2020009,ReferenceFreqMsg,"{'t': 1773704360.2020009, 'f_ref': 7.5}"
1773704360.2040083,ReferenceFreqMsg,"{'t': 1773704360.2040083, 'f_ref': 7.5}"
20603.828,AccelMsg,"{'t': 20603.828, 'ax': 0.6792, 'ay': -0.3724, 'az': 0.9617}"
1773704360.205569,ReferenceFreqMsg,"{'t': 1773704360.205569, 'f_ref': 7.5}"
1773704360.2106419,ReferenceFreqMsg,"{'t': 1773704360.2106419, 'f_ref': 7.5}"
1773704360.2121925,ReferenceFreqMsg,"{'t': 1773704360.2121925, 'f_ref': 7.5}"
1773704360.2135403,ReferenceFreqMsg,"{'t': 1773704360.2135403, 'f_ref': 7.5}"
1773704360.2150168,ReferenceFreqMsg,"{'t': 1773704360.2150168, 'f_ref': 7.5}"
1773704360.216565,ReferenceFreqMsg,"{'t': 1773704360.216565, 'f_ref': 7.5}"
20603.828,AccelMsg,"{'t': 20603.828, 'ax': -0.5916, 'ay': 0.1707, 'az': -0.4886}"
1773704360.2181005,ReferenceFreqMsg,"{'t': 1773704360.2181005, 'f_ref': 7.5}"
1773704360.2209158,ReferenceFreqMsg,"{'t': 1773704360.2209158, 'f_ref': 7.5}"
1773704360.2224414,ReferenceFreqMsg,"{'t': 1773704360.2224414, 'f_ref': 7.5}"
1773704360.2239482,ReferenceFreqMsg,"{'t': 1773704360.2239482, 'f_ref': 7.5}"
20603.843,AccelMsg,"{'t': 20603.843, 'ax': -0.2835, 'ay': 0.1351, 'az': -1.2067}"
1773704360.2257416,ReferenceFreqMsg,"{'t': 1773704360.2257416, 'f_ref': 7.5}"
1773704360.2309961,ReferenceFreqMsg,"{'t': 1773704360.2309961, 'f_ref': 7.5}"
1773704360.2325165,ReferenceFreqMsg,"{'t': 1773704360.2325165, 'f_ref': 7.5}"
1773704360.2341642,ReferenceFreqMsg,"{'t': 1773704360.2341642, 'f_ref': 7.5}"
1773704360.2356548,ReferenceFreqMsg,"{'t': 1773704360.2356548, 'f_ref': 7.5}"
20603.843,AccelMsg,"{'t': 20603.843, 'ax': 0.1476, 'ay': 0.5837, 'az': -1.2359}"
1773704360.23764,ReferenceFreqMsg,"{'t': 1773704360.23764, 'f_ref': 7.5}"
1773704360.239768,ReferenceFreqMsg,"{'t': 1773704360.239768, 'f_ref': 7.5}"
1773704360.2411785,ReferenceFreqMsg,"{'t': 1773704360.2411785, 'f_ref': 7.5}"
1773704360.2426374,ReferenceFreqMsg,"{'t': 1773704360.2426374, 'f_ref': 7.5}"
1773704360.2441115,ReferenceFreqMsg,"{'t': 1773704360.2441115, 'f_ref': 7.5}"
20603.859,AccelMsg,"{'t': 20603.859, 'ax': 0.3337, 'ay': 0.0734, 'az': -0.7803}"
1773704360.245486,ReferenceFreqMsg,"{'t': 1773704360.245486, 'f_ref': 7.5}"
1773704360.2484534,ReferenceFreqMsg,"{'t': 1773704360.2484534, 'f_ref': 7.5}"
1773704360.2503383,ReferenceFreqMsg,"{'t': 1773704360.2503383, 'f_ref': 7.5}"
1773704360.2518632,ReferenceFreqMsg,"{'t': 1773704360.2518632, 'f_ref': 7.5}"
1773704360.2533607,ReferenceFreqMsg,"{'t': 1773704360.2533607, 'f_ref': 7.5}"
20603.875,AccelMsg,"{'t': 20603.875, 'ax': 0.0598, 'ay': -0.1245, 'az': -0.6415}"
1773704360.2553856,ReferenceFreqMsg,"{'t': 1773704360.2553856, 'f_ref': 7.5}"
1773704360.2611444,ReferenceFreqMsg,"{'t': 1773704360.2611444, 'f_ref': 7.5}"
1773704360.2630754,ReferenceFreqMsg,"{'t': 1773704360.2630754, 'f_ref': 7.5}"
1773704360.2649148,ReferenceFreqMsg,"{'t': 1773704360.2649148, 'f_ref': 7.5}"
20603.875,AccelMsg,"{'t': 20603.875, 'ax': 0.0637, 'ay': 0.2447, 'az': 0.5305}"
1773704360.2666602,ReferenceFreqMsg,"{'t': 1773704360.2666602, 'f_ref': 7.5}"
1773704360.2693496,ReferenceFreqMsg,"{'t': 1773704360.2693496, 'f_ref': 7.5}"
1773704360.2708404,ReferenceFreqMsg,"{'t': 1773704360.2708404, 'f_ref': 7.5}"
1773704360.272272,ReferenceFreqMsg,"{'t': 1773704360.272272, 'f_ref': 7.5}"
1773704360.2737083,ReferenceFreqMsg,"{'t': 1773704360.2737083, 'f_ref': 7.5}"
20603.89,AccelMsg,"{'t': 20603.89, 'ax': 0.4994, 'ay': -0.0521, 'az': 0.0875}"
1773704360.2751174,ReferenceFreqMsg,"{'t': 1773704360.2751174, 'f_ref': 7.5}"
1773704360.2805312,ReferenceFreqMsg,"{'t': 1773704360.2805312, 'f_ref': 7.5}"
1773704360.2819526,ReferenceFreqMsg,"{'t': 1773704360.2819526, 'f_ref': 7.5}"
1773704360.2838216,ReferenceFreqMsg,"{'t': 1773704360.2838216, 'f_ref': 7.5}"
1773704360.2855473,ReferenceFreqMsg,"{'t': 1773704360.2855473, 'f_ref': 7.5}"
20603.906,AccelMsg,"{'t': 20603.906, 'ax': 0.2006, 'ay': -0.067, 'az': -0.3331}"
1773704360.2869468,ReferenceFreqMsg,"{'t': 1773704360.2869468, 'f_ref': 7.5}"
1773704360.289288,ReferenceFreqMsg,"{'t': 1773704360.289288, 'f_ref': 7.5}"
1773704360.2906091,ReferenceFreqMsg,"{'t': 1773704360.2906091, 'f_ref': 7.5}"
1773704360.292474,ReferenceFreqMsg,"{'t': 1773704360.292474, 'f_ref': 7.5}"
1773704360.2938406,ReferenceFreqMsg,"{'t': 1773704360.2938406, 'f_ref': 7.5}"
20603.906,FrequencyErrorMsg,"{'t': 20603.906, 'error_hz': 0.3125}"
20603.906,FrequencyMsg,"{'t': 20603.906, 'f_hz': 7.8125}"
20603.906,SNRMsg,"{'t': 20603.906, 'snr_db': 13.993369102592954}"
20603.906,FilteredAccelMsg,"{'t': 20603.906, 'value': '<array len=200>'}"
20603.906,AccelMsg,"{'t': 20603.906, 'ax': -0.0399, 'ay': -0.198, 'az': -0.2288}"
1773704360.2956405,ReferenceFreqMsg,"{'t': 1773704360.2956405, 'f_ref': 7.5}"
1773704360.3053002,ReferenceFreqMsg,"{'t': 1773704360.3053002, 'f_ref': 7.5}"
1773704360.30715,ReferenceFreqMsg,"{'t': 1773704360.30715, 'f_ref': 7.5}"
20603.921,AccelMsg,"{'t': 20603.921, 'ax': -0.1946, 'ay': -0.1906, 'az': 0.7118}"
1773704360.309022,ReferenceFreqMsg,"{'t': 1773704360.309022, 'f_ref': 7.5}"
1773704360.3108745,ReferenceFreqMsg,"{'t': 1773704360.3108745, 'f_ref': 7.5}"
1773704360.3126695,ReferenceFreqMsg,"{'t': 1773704360.3126695, 'f_ref': 7.5}"
1773704360.3140528,ReferenceFreqMsg,"{'t': 1773704360.3140528, 'f_ref': 7.5}"
20603.937,AccelMsg,"{'t': 20603.937, 'ax': 0.0043, 'ay': -0.121, 'az': 0.2347}"
1773704360.3157473,ReferenceFreqMsg,"{'t': 1773704360.3157473, 'f_ref': 7.5}"
1773704360.3211432,ReferenceFreqMsg,"{'t': 1773704360.3211432, 'f_ref': 7.5}"
1773704360.3226464,ReferenceFreqMsg,"{'t': 1773704360.3226464, 'f_ref': 7.5}"
1773704360.3241355,ReferenceFreqMsg,"{'t': 1773704360.3241355, 'f_ref': 7.5}"
1773704360.3254633,ReferenceFreqMsg,"{'t': 1773704360.3254633, 'f_ref': 7.5}"
1773704360.326963,ReferenceFreqMsg,"{'t': 1773704360.326963, 'f_ref': 7.5}"
20603.937,AccelMsg,"{'t': 20603.937, 'ax': 0.0867, 'ay': -0.129, 'az': 0.5666}"
1773704360.328557,ReferenceFreqMsg,"{'t': 1773704360.328557, 'f_ref': 7.5}"
1773704360.3312135,ReferenceFreqMsg,"{'t': 1773704360.3312135, 'f_ref': 7.5}"
1773704360.3326113,ReferenceFreqMsg,"{'t': 1773704360.3326113, 'f_ref': 7.5}"
1773704360.3340044,ReferenceFreqMsg,"{'t': 1773704360.3340044, 'f_ref': 7.5}"
1773704360.3355167,ReferenceFreqMsg,"{'t': 1773704360.3355167, 'f_ref': 7.5}"
20603.953,AccelMsg,"{'t': 20603.953, 'ax': -0.0709, 'ay': 0.0052, 'az': 0.488}"
1773704360.337419,ReferenceFreqMsg,"{'t': 1773704360.337419, 'f_ref': 7.5}"
1773704360.3394477,ReferenceFreqMsg,"{'t': 1773704360.3394477, 'f_ref': 7.5}"
1773704360.3410397,ReferenceFreqMsg,"{'t': 1773704360.3410397, 'f_ref': 7.5}"
1773704360.3424337,ReferenceFreqMsg,"{'t': 1773704360.3424337, 'f_ref': 7.5}"
1773704360.343769,ReferenceFreqMsg,"{'t': 1773704360.343769, 'f_ref': 7.5}"
20603.968,AccelMsg,"{'t': 20603.968, 'ax': -0.1334, 'ay': 0.2991, 'az': 1.0059}"
1773704360.3452652,ReferenceFreqMsg,"{'t': 1773704360.3452652, 'f_ref': 7.5}"
1773704360.3500915,ReferenceFreqMsg,"{'t': 1773704360.3500915, 'f_ref': 7.5}"
1773704360.35191,ReferenceFreqMsg,"{'t': 1773704360.35191, 'f_ref': 7.5}"
1773704360.3533533,ReferenceFreqMsg,"{'t': 1773704360.3533533, 'f_ref': 7.5}"
1773704360.3550632,ReferenceFreqMsg,"{'t': 1773704360.3550632, 'f_ref': 7.5}"
20603.968,AccelMsg,"{'t': 20603.968, 'ax': 0.2825, 'ay': -0.1434, 'az': -0.0472}"
1773704360.3563783,ReferenceFreqMsg,"{'t': 1773704360.3563783, 'f_ref': 7.5}"
1773704360.359995,ReferenceFreqMsg,"{'t': 1773704360.359995, 'f_ref': 7.5}"
1773704360.3614016,ReferenceFreqMsg,"{'t': 1773704360.3614016, 'f_ref': 7.5}"
1773704360.3629205,ReferenceFreqMsg,"{'t': 1773704360.3629205, 'f_ref': 7.5}"
1773704360.36431,ReferenceFreqMsg,"{'t': 1773704360.36431, 'f_ref': 7.5}"
20603.984,AccelMsg,"{'t': 20603.984, 'ax': 0.2645, 'ay': -0.0023, 'az': -0.8404}"
1773704360.3661957,ReferenceFreqMsg,"{'t': 1773704360.3661957, 'f_ref': 7.5}"
1773704360.3710997,ReferenceFreqMsg,"{'t': 1773704360.3710997, 'f_ref': 7.5}"
1773704360.3736486,ReferenceFreqMsg,"{'t': 1773704360.3736486, 'f_ref': 7.5}"
1773704360.37543,ReferenceFreqMsg,"{'t': 1773704360.37543, 'f_ref': 7.5}"
20603.984,AccelMsg,"{'t': 20603.984, 'ax': -0.2454, 'ay': 0.0358, 'az': -0.2595}"
1773704360.3773067,ReferenceFreqMsg,"{'t': 1773704360.3773067, 'f_ref': 7.5}"
1773704360.3793154,ReferenceFreqMsg,"{'t': 1773704360.3793154, 'f_ref': 7.5}"
1773704360.3811786,ReferenceFreqMsg,"{'t': 1773704360.3811786, 'f_ref': 7.5}"
1773704360.382617,ReferenceFreqMsg,"{'t': 1773704360.382617, 'f_ref': 7.5}"
1773704360.3842425,ReferenceFreqMsg,"{'t': 1773704360.3842425, 'f_ref': 7.5}"
20604.0,AccelMsg,"{'t': 20604.0, 'ax': -0.5215, 'ay': -0.1539, 'az': 0.6777}"
1773704360.3855672,ReferenceFreqMsg,"{'t': 1773704360.3855672, 'f_ref': 7.5}"
1773704360.3909965,ReferenceFreqMsg,"{'t': 1773704360.3909965, 'f_ref': 7.5}"
1773704360.3924112,ReferenceFreqMsg,"{'t': 1773704360.3924112, 'f_ref': 7.5}"
1773704360.3940253,ReferenceFreqMsg,"{'t': 1773704360.3940253, 'f_ref': 7.5}"
1773704360.3954978,ReferenceFreqMsg,"{'t': 1773704360.3954978, 'f_ref': 7.5}"
1773704360.3969336,ReferenceFreqMsg,"{'t': 1773704360.3969336, 'f_ref': 7.5}"
20604.015,AccelMsg,"{'t': 20604.015, 'ax': -0.2632, 'ay': 0.2105, 'az': 0.1367}"
1773704360.3983405,ReferenceFreqMsg,"{'t': 1773704360.3983405, 'f_ref': 7.5}"
1773704360.4009705,ReferenceFreqMsg,"{'t': 1773704360.4009705, 'f_ref': 7.5}"
1773704360.4033847,ReferenceFreqMsg,"{'t': 1773704360.4033847, 'f_ref': 7.5}"
1773704360.404949,ReferenceFreqMsg,"{'t': 1773704360.404949, 'f_ref': 7.5}"
20604.015,AccelMsg,"{'t': 20604.015, 'ax': 0.1627, 'ay': 0.1222, 'az': -0.0628}"
1773704360.4062827,ReferenceFreqMsg,"{'t': 1773704360.4062827, 'f_ref': 7.5}"
1773704360.4112046,ReferenceFreqMsg,"{'t': 1773704360.4112046, 'f_ref': 7.5}"
1773704360.412599,ReferenceFreqMsg,"{'t': 1773704360.412599, 'f_ref': 7.5}"
20604.031,AccelMsg,"{'t': 20604.031, 'ax': -0.0518, 'ay': -0.0291, 'az': 0.7236}"
1773704360.414468,ReferenceFreqMsg,"{'t': 1773704360.414468, 'f_ref': 7.5}"
1773704360.419841,ReferenceFreqMsg,"{'t': 1773704360.419841, 'f_ref': 7.5}"
1773704360.421192,ReferenceFreqMsg,"{'t': 1773704360.421192, 'f_ref': 7.5}"
1773704360.42295,ReferenceFreqMsg,"{'t': 1773704360.42295, 'f_ref': 7.5}"
1773704360.4246585,ReferenceFreqMsg,"{'t': 1773704360.4246585, 'f_ref': 7.5}"
20604.046,AccelMsg,"{'t': 20604.046, 'ax': -0.0634, 'ay': 0.0533, 'az': 0.3215}"
1773704360.426402,ReferenceFreqMsg,"{'t': 1773704360.426402, 'f_ref': 7.5}"
1773704360.4292014,ReferenceFreqMsg,"{'t': 1773704360.4292014, 'f_ref': 7.5}"
1773704360.430921,ReferenceFreqMsg,"{'t': 1773704360.430921, 'f_ref': 7.5}"
1773704360.432416,ReferenceFreqMsg,"{'t': 1773704360.432416, 'f_ref': 7.5}"
20604.046,AccelMsg,"{'t': 20604.046, 'ax': -0.007, 'ay': 0.0015, 'az': 0.4601}"
1773704360.4348965,ReferenceFreqMsg,"{'t': 1773704360.4348965, 'f_ref': 7.5}"
1773704360.4402618,ReferenceFreqMsg,"{'t': 1773704360.4402618, 'f_ref': 7.5}"
